Location_Type,Time_of_Day,Crowd_Density,Lighting,Police_Presence,Emergency_Services_Access,Past_Incidents,Weather,Safety_Level
Bus_Stop,Night,High,Well_Lit,Yes,Easy,4,Clear,1
Home,Afternoon,High,Dim,No,Moderate,1,Foggy,1
Park,Afternoon,Low,Dim,No,Moderate,1,Stormy,1
Street,Afternoon,Low,Dim,No,Hard,1,Rainy,1
Park,Afternoon,High,Dim,Yes,Hard,4,Clear,1
Mall,Night,High,Dark,No,Hard,5,Stormy,0
Highway,Night,Low,Dim,No,Easy,1,Rainy,0
School,Evening,High,Dim,No,Moderate,3,Stormy,1
Public_Transport,Morning,Low,Well_Lit,Yes,Hard,0,Stormy,1
Mall,Night,High,Well_Lit,No,Hard,4,Clear,0
Park,Late_Night,High,Dim,Yes,Moderate,3,Clear,1
Market,Evening,Low,Well_Lit,Yes,Hard,3,Clear,1
Bus_Stop,Late_Night,Low,Well_Lit,Yes,Easy,3,Stormy,1
School,Morning,High,Dark,No,Moderate,3,Stormy,1
Street,Late_Night,High,Dark,Yes,Easy,5,Clear,1
Home,Afternoon,Low,Dim,No,Moderate,3,Stormy,1
Home,Afternoon,Medium,Dark,No,Hard,3,Rainy,1
Public_Transport,Late_Night,Medium,Well_Lit,Yes,Moderate,3,Stormy,1
Bus_Stop,Afternoon,High,Dim,No,Moderate,0,Clear,1
Mall,Late_Night,High,Dim,Yes,Easy,1,Clear,1
Street,Morning,Low,Well_Lit,Yes,Moderate,4,Rainy,1
Market,Morning,High,Dim,No,Hard,5,Foggy,1
Park,Morning,Low,Dark,Yes,Easy,4,Foggy,1
Home,Morning,High,Well_Lit,Yes,Moderate,5,Rainy,1
Market,Morning,High,Well_Lit,No,Moderate,3,Foggy,1
Mall,Afternoon,High,Dark,Yes,Hard,3,Foggy,1
Office,Late_Night,Medium,Dark,No,Hard,1,Stormy,0
Bus_Stop,Night,Medium,Dim,Yes,Easy,1,Clear,1
Park,Evening,Low,Dark,No,Easy,4,Foggy,0
Park,Night,High,Dim,Yes,Easy,3,Clear,1
Park,Late_Night,Medium,Well_Lit,Yes,Moderate,2,Stormy,1
Public_Transport,Morning,Low,Well_Lit,No,Hard,1,Clear,1
Park,Evening,Medium,Dim,No,Easy,4,Rainy,1
Mall,Late_Night,Low,Well_Lit,Yes,Easy,5,Rainy,1
Market,Night,Medium,Dark,No,Moderate,4,Clear,0
Street,Afternoon,High,Dim,Yes,Hard,5,Stormy,1
Mall,Morning,Medium,Well_Lit,Yes,Easy,0,Rainy,1
Mall,Night,Low,Dim,Yes,Hard,1,Stormy,1
Office,Night,Medium,Well_Lit,Yes,Moderate,1,Rainy,1
Public_Transport,Late_Night,Medium,Well_Lit,No,Moderate,2,Stormy,0
Mall,Morning,Medium,Dark,No,Hard,4,Clear,1
Mall,Afternoon,Low,Dark,No,Hard,5,Stormy,0
Bus_Stop,Afternoon,Medium,Well_Lit,Yes,Easy,1,Stormy,1
School,Afternoon,Low,Dim,Yes,Moderate,4,Stormy,1
Office,Morning,Low,Well_Lit,Yes,Hard,5,Rainy,1
School,Afternoon,Medium,Dark,No,Moderate,5,Clear,1
Park,Afternoon,High,Well_Lit,No,Hard,1,Clear,1
Park,Late_Night,High,Well_Lit,Yes,Hard,1,Stormy,1
Street,Afternoon,Medium,Well_Lit,Yes,Moderate,1,Stormy,1
Public_Transport,Evening,Low,Well_Lit,Yes,Easy,2,Clear,1
Public_Transport,Night,Low,Dark,No,Easy,3,Clear,0
Market,Night,High,Dim,Yes,Moderate,3,Clear,1
Office,Morning,Low,Dim,Yes,Hard,2,Rainy,1
Home,Afternoon,Low,Dim,No,Easy,1,Rainy,1
Highway,Late_Night,High,Dark,No,Hard,3,Foggy,0
Bus_Stop,Late_Night,Medium,Dim,Yes,Easy,2,Foggy,1
Bus_Stop,Morning,Low,Well_Lit,Yes,Hard,5,Rainy,1
Bus_Stop,Morning,High,Dark,Yes,Moderate,0,Stormy,1
Mall,Night,Medium,Dark,Yes,Easy,4,Clear,1
Bus_Stop,Late_Night,Low,Dark,No,Hard,1,Foggy,0
Mall,Night,Low,Dim,No,Easy,1,Foggy,0
Office,Late_Night,High,Well_Lit,Yes,Easy,4,Rainy,1
Home,Night,High,Well_Lit,Yes,Moderate,5,Foggy,1
Office,Morning,High,Well_Lit,No,Moderate,1,Foggy,1
Mall,Late_Night,Medium,Dim,No,Easy,1,Stormy,0
Public_Transport,Afternoon,Medium,Dim,Yes,Easy,2,Clear,1
Bus_Stop,Night,Low,Dark,No,Hard,2,Stormy,0
Street,Afternoon,High,Dim,No,Hard,4,Foggy,1
Bus_Stop,Morning,Low,Dim,Yes,Moderate,2,Clear,1
Highway,Late_Night,Low,Dim,Yes,Hard,1,Foggy,1
Market,Morning,Medium,Dim,No,Moderate,4,Clear,1
Street,Late_Night,Low,Dim,No,Moderate,4,Foggy,0
Home,Afternoon,High,Well_Lit,Yes,Moderate,2,Clear,1
Park,Morning,Low,Dark,Yes,Easy,4,Clear,1
Park,Night,High,Well_Lit,No,Easy,0,Stormy,0
Park,Night,Medium,Well_Lit,No,Hard,4,Clear,0
Bus_Stop,Late_Night,Low,Well_Lit,No,Hard,2,Rainy,0
Mall,Afternoon,Medium,Dark,No,Moderate,4,Clear,1
Market,Night,High,Dark,No,Hard,1,Stormy,0
Bus_Stop,Late_Night,High,Dim,No,Easy,2,Clear,0
Highway,Afternoon,High,Dark,No,Hard,0,Clear,1
School,Late_Night,Medium,Dark,Yes,Hard,2,Clear,1
Street,Late_Night,Low,Dim,No,Moderate,4,Clear,0
Highway,Morning,Low,Well_Lit,No,Moderate,1,Rainy,1
Street,Late_Night,High,Well_Lit,Yes,Moderate,3,Stormy,1
Office,Morning,Medium,Dim,Yes,Moderate,0,Rainy,1
Street,Evening,Low,Dark,Yes,Easy,0,Clear,1
Bus_Stop,Late_Night,High,Dim,Yes,Moderate,3,Stormy,1
Bus_Stop,Night,Medium,Well_Lit,No,Moderate,3,Clear,0
Office,Afternoon,Low,Dim,No,Moderate,1,Stormy,1
Bus_Stop,Evening,Low,Well_Lit,Yes,Easy,1,Foggy,1
School,Evening,High,Dim,Yes,Easy,0,Stormy,1
Home,Afternoon,Medium,Dim,No,Moderate,5,Stormy,1
Public_Transport,Evening,Low,Dim,Yes,Moderate,1,Foggy,1
Market,Evening,High,Dim,Yes,Moderate,4,Rainy,1
Market,Afternoon,Medium,Well_Lit,Yes,Hard,3,Stormy,1
Highway,Evening,Medium,Dark,Yes,Moderate,5,Rainy,1
Office,Afternoon,High,Dim,Yes,Easy,5,Rainy,1
School,Afternoon,High,Well_Lit,No,Easy,3,Clear,1
Office,Afternoon,Low,Well_Lit,No,Hard,0,Clear,1
Market,Evening,Medium,Dark,No,Hard,1,Clear,1
Office,Evening,Medium,Dark,No,Hard,3,Stormy,1
Park,Evening,Medium,Dark,Yes,Easy,2,Rainy,1
Home,Morning,High,Well_Lit,No,Moderate,1,Clear,1
Bus_Stop,Morning,Medium,Well_Lit,Yes,Easy,0,Stormy,1
School,Morning,Medium,Dim,Yes,Moderate,3,Rainy,1
Highway,Morning,High,Dim,Yes,Moderate,1,Clear,1
School,Evening,Low,Dim,No,Moderate,4,Stormy,1
Mall,Night,Medium,Dark,No,Moderate,0,Foggy,0
Market,Evening,Low,Dim,No,Moderate,1,Foggy,1
Mall,Night,Medium,Dim,No,Moderate,1,Foggy,0
Office,Night,Medium,Dim,Yes,Moderate,0,Foggy,1
School,Morning,Medium,Well_Lit,No,Easy,3,Clear,1
Park,Afternoon,Medium,Dark,No,Easy,1,Foggy,1
Public_Transport,Late_Night,Medium,Well_Lit,Yes,Easy,0,Foggy,1
Mall,Afternoon,Low,Dark,Yes,Easy,0,Foggy,1
Market,Late_Night,Low,Well_Lit,Yes,Easy,1,Stormy,1
Park,Afternoon,Medium,Well_Lit,Yes,Hard,0,Clear,1
Street,Evening,Medium,Dim,Yes,Easy,5,Stormy,1
Market,Evening,Low,Dim,Yes,Easy,2,Foggy,1
School,Morning,Medium,Well_Lit,Yes,Easy,2,Rainy,1
Home,Evening,High,Dim,Yes,Moderate,5,Foggy,1
Bus_Stop,Evening,Medium,Well_Lit,Yes,Hard,3,Stormy,1
School,Morning,Low,Dark,No,Moderate,4,Rainy,0
Public_Transport,Late_Night,Medium,Dim,Yes,Easy,1,Clear,1
Street,Evening,Medium,Dim,No,Easy,2,Rainy,1
Mall,Morning,Medium,Dark,No,Moderate,5,Stormy,1
Market,Morning,Low,Dark,No,Moderate,3,Stormy,0
Street,Evening,Low,Dim,Yes,Moderate,0,Foggy,1
Bus_Stop,Morning,High,Dim,Yes,Moderate,5,Clear,1
School,Evening,Low,Dark,No,Moderate,4,Stormy,0
Park,Evening,Medium,Well_Lit,Yes,Moderate,5,Stormy,1
Bus_Stop,Morning,Medium,Well_Lit,Yes,Hard,2,Rainy,1
Office,Evening,High,Dark,No,Moderate,5,Clear,1
School,Evening,Low,Dim,Yes,Easy,3,Stormy,1
Office,Afternoon,Low,Dim,No,Easy,1,Stormy,1
Market,Night,High,Dark,Yes,Hard,3,Clear,1
Home,Afternoon,Low,Well_Lit,Yes,Hard,1,Foggy,1
Home,Late_Night,Medium,Dark,Yes,Moderate,2,Foggy,1
Home,Late_Night,High,Dark,No,Easy,2,Foggy,0
Park,Afternoon,Medium,Well_Lit,No,Easy,2,Foggy,1
School,Afternoon,High,Well_Lit,No,Moderate,3,Clear,1
Park,Late_Night,Low,Dark,No,Hard,1,Stormy,0
Market,Night,High,Dim,Yes,Easy,0,Foggy,1
Bus_Stop,Afternoon,Medium,Well_Lit,Yes,Hard,3,Stormy,1
Market,Late_Night,High,Dim,No,Hard,4,Stormy,0
Market,Late_Night,High,Well_Lit,No,Hard,5,Rainy,0
Office,Morning,Low,Dim,Yes,Moderate,4,Clear,1
Highway,Evening,Medium,Dark,No,Moderate,2,Clear,1
Mall,Afternoon,Medium,Well_Lit,No,Moderate,3,Clear,1
Street,Late_Night,High,Dim,No,Easy,0,Clear,0
Mall,Evening,High,Dark,No,Moderate,5,Stormy,1
Highway,Evening,Low,Dim,Yes,Moderate,0,Foggy,1
Bus_Stop,Morning,Medium,Dim,Yes,Hard,4,Rainy,1
Highway,Morning,Medium,Well_Lit,No,Moderate,2,Foggy,1
Public_Transport,Morning,Medium,Dark,No,Moderate,4,Foggy,1
School,Night,Low,Dark,Yes,Moderate,2,Clear,1
Office,Afternoon,High,Dark,No,Moderate,1,Foggy,1
Bus_Stop,Night,Low,Dim,Yes,Moderate,0,Clear,1
Bus_Stop,Late_Night,Low,Well_Lit,Yes,Easy,5,Clear,1
Public_Transport,Night,Medium,Well_Lit,No,Easy,2,Clear,0
School,Morning,High,Dim,Yes,Moderate,2,Stormy,1
Public_Transport,Afternoon,Medium,Dim,Yes,Hard,4,Clear,1
Street,Late_Night,High,Dark,Yes,Hard,0,Rainy,1
Mall,Late_Night,Medium,Well_Lit,Yes,Hard,1,Clear,1
Park,Morning,Low,Dim,Yes,Hard,5,Stormy,1
School,Night,Low,Well_Lit,Yes,Hard,1,Stormy,1
Highway,Morning,Medium,Well_Lit,Yes,Moderate,0,Stormy,1
Home,Night,Medium,Dark,Yes,Easy,5,Foggy,1
Street,Evening,Low,Dark,Yes,Hard,4,Stormy,1
Office,Afternoon,Medium,Dim,Yes,Easy,2,Clear,1
Highway,Morning,Medium,Dark,Yes,Easy,2,Clear,1
Mall,Late_Night,High,Dark,Yes,Moderate,0,Rainy,1
Office,Night,High,Well_Lit,Yes,Easy,5,Clear,1
Market,Morning,Low,Dark,No,Easy,2,Foggy,0
Highway,Night,Medium,Well_Lit,Yes,Hard,5,Stormy,1
Park,Evening,High,Dim,Yes,Moderate,1,Stormy,1
Park,Afternoon,Low,Well_Lit,No,Hard,4,Foggy,1
Market,Night,High,Dim,No,Easy,3,Foggy,0
Highway,Late_Night,High,Well_Lit,No,Easy,4,Rainy,0
Market,Late_Night,High,Dim,No,Easy,1,Clear,0
Highway,Morning,Low,Dark,No,Easy,3,Clear,0
Park,Evening,Low,Dark,Yes,Moderate,3,Foggy,1
Office,Late_Night,Low,Dim,Yes,Hard,3,Clear,1
Office,Night,Low,Well_Lit,No,Easy,3,Stormy,0
School,Late_Night,High,Dim,No,Hard,3,Foggy,0
Park,Late_Night,Medium,Dark,Yes,Moderate,0,Rainy,1
Mall,Morning,Medium,Dim,No,Hard,1,Stormy,1
Bus_Stop,Late_Night,Low,Dim,No,Easy,3,Stormy,0
Street,Evening,Medium,Dim,No,Easy,2,Clear,1
Market,Morning,Low,Well_Lit,No,Easy,5,Rainy,1
Public_Transport,Morning,Medium,Well_Lit,Yes,Moderate,3,Stormy,1
Home,Afternoon,High,Well_Lit,Yes,Moderate,3,Foggy,1
Park,Afternoon,Low,Well_Lit,Yes,Moderate,2,Clear,1
Market,Late_Night,Medium,Well_Lit,Yes,Hard,3,Stormy,1
School,Morning,High,Dark,Yes,Hard,2,Stormy,1
Home,Afternoon,Low,Dark,Yes,Easy,0,Foggy,1
Mall,Evening,Medium,Well_Lit,Yes,Hard,3,Stormy,1
Bus_Stop,Evening,Medium,Dim,Yes,Hard,0,Clear,1
Office,Evening,High,Dim,No,Moderate,2,Stormy,1
Street,Late_Night,High,Well_Lit,No,Easy,1,Rainy,0
Street,Night,Low,Dark,No,Easy,5,Rainy,0
Street,Late_Night,Low,Well_Lit,Yes,Hard,4,Clear,1
Park,Night,Low,Well_Lit,No,Hard,5,Rainy,0
Park,Evening,Low,Well_Lit,No,Moderate,1,Foggy,1
Office,Morning,High,Dark,Yes,Moderate,3,Clear,1
Highway,Morning,Low,Well_Lit,Yes,Easy,4,Foggy,1
Office,Afternoon,High,Dark,Yes,Moderate,5,Clear,1
Mall,Night,High,Well_Lit,Yes,Moderate,4,Clear,1
Public_Transport,Morning,Low,Dim,Yes,Easy,1,Clear,1
Park,Evening,Medium,Dim,No,Easy,2,Rainy,1
Home,Afternoon,Low,Dim,No,Hard,1,Rainy,1
School,Late_Night,High,Dim,Yes,Moderate,2,Stormy,1
Home,Afternoon,Low,Dark,No,Hard,3,Rainy,0
Highway,Night,Medium,Well_Lit,Yes,Easy,4,Rainy,1
School,Late_Night,High,Dim,No,Hard,0,Clear,0
Market,Night,High,Dim,Yes,Hard,2,Foggy,1
Street,Afternoon,Medium,Well_Lit,Yes,Hard,4,Foggy,1
Office,Night,Medium,Dim,No,Moderate,2,Foggy,0
School,Afternoon,High,Dim,No,Hard,4,Foggy,1
Mall,Evening,Low,Dark,Yes,Moderate,0,Clear,1
Office,Morning,Low,Dim,No,Easy,5,Foggy,1
School,Evening,Low,Well_Lit,Yes,Easy,5,Foggy,1
Public_Transport,Afternoon,Medium,Dark,No,Moderate,0,Clear,1
School,Morning,Low,Dim,Yes,Easy,1,Foggy,1
Mall,Night,Medium,Dim,Yes,Easy,3,Rainy,1
Highway,Morning,Low,Dark,Yes,Hard,5,Rainy,1
Bus_Stop,Morning,Low,Dark,No,Hard,2,Stormy,0
Highway,Night,Low,Dark,Yes,Moderate,3,Foggy,1
Street,Evening,Low,Well_Lit,No,Moderate,3,Stormy,1
Mall,Night,Low,Dim,No,Easy,2,Clear,0
Mall,Evening,Medium,Well_Lit,Yes,Moderate,0,Stormy,1
Home,Late_Night,Medium,Dark,No,Easy,5,Rainy,0
Mall,Evening,High,Dark,Yes,Hard,3,Foggy,1
Bus_Stop,Evening,Medium,Dim,Yes,Moderate,0,Rainy,1
Public_Transport,Afternoon,Low,Well_Lit,Yes,Easy,5,Rainy,1
Office,Night,Medium,Dim,Yes,Moderate,0,Foggy,1
Mall,Night,High,Dim,No,Moderate,5,Foggy,0
Street,Evening,High,Dim,Yes,Easy,4,Rainy,1
School,Late_Night,Low,Dim,No,Easy,1,Clear,0
Home,Late_Night,High,Dark,Yes,Easy,3,Stormy,1
Office,Morning,Low,Dim,No,Moderate,3,Rainy,1
Mall,Afternoon,High,Dark,Yes,Hard,0,Rainy,1
Office,Morning,High,Dark,Yes,Moderate,5,Foggy,1
Public_Transport,Afternoon,Medium,Dim,Yes,Easy,3,Foggy,1
Mall,Morning,High,Dim,No,Moderate,0,Stormy,1
Bus_Stop,Morning,Low,Dim,No,Moderate,4,Foggy,1
Market,Afternoon,Low,Well_Lit,No,Moderate,5,Foggy,1
Park,Morning,Medium,Dark,Yes,Moderate,4,Rainy,1
Home,Afternoon,Medium,Well_Lit,Yes,Easy,3,Clear,1
Street,Late_Night,Low,Dim,No,Easy,1,Foggy,0
Public_Transport,Morning,Medium,Well_Lit,Yes,Moderate,4,Clear,1
Office,Afternoon,Low,Dim,Yes,Hard,2,Rainy,1
Highway,Afternoon,High,Dark,Yes,Hard,3,Clear,1
Home,Evening,Low,Dim,Yes,Easy,3,Stormy,1
School,Evening,Low,Well_Lit,Yes,Moderate,5,Foggy,1
Mall,Late_Night,Medium,Dim,No,Easy,1,Rainy,0
Office,Night,High,Dark,Yes,Easy,3,Clear,1
Market,Late_Night,Medium,Dark,No,Easy,2,Clear,0
Market,Afternoon,Medium,Dim,Yes,Hard,4,Stormy,1
Park,Night,High,Dark,No,Moderate,2,Clear,0
Highway,Night,High,Well_Lit,No,Easy,3,Foggy,0
Market,Morning,Medium,Dim,No,Hard,2,Rainy,1
School,Late_Night,Low,Dim,No,Easy,4,Clear,0
Highway,Late_Night,Low,Dark,No,Easy,0,Clear,0
Public_Transport,Late_Night,Medium,Well_Lit,No,Moderate,0,Clear,0
Home,Night,High,Dim,No,Moderate,0,Foggy,0
School,Morning,Low,Dim,Yes,Easy,4,Foggy,1
Mall,Late_Night,Low,Dim,No,Hard,0,Rainy,0
Market,Morning,High,Dim,Yes,Easy,4,Clear,1
School,Night,High,Well_Lit,No,Easy,2,Foggy,0
Office,Evening,Low,Dim,No,Easy,5,Clear,1
Park,Evening,Low,Well_Lit,Yes,Easy,2,Rainy,1
Home,Late_Night,Medium,Dark,No,Hard,0,Rainy,0
Mall,Morning,Low,Dim,Yes,Hard,1,Stormy,1
Office,Morning,Medium,Dark,Yes,Easy,2,Rainy,1
Park,Night,High,Well_Lit,No,Moderate,1,Rainy,0
Mall,Afternoon,Medium,Dim,No,Moderate,5,Clear,1
Home,Afternoon,Low,Dim,No,Hard,3,Foggy,1
Mall,Evening,Low,Well_Lit,No,Moderate,1,Clear,1
Market,Late_Night,Medium,Well_Lit,No,Moderate,4,Clear,0
Public_Transport,Late_Night,High,Well_Lit,No,Hard,0,Stormy,0
Home,Morning,Low,Well_Lit,Yes,Easy,0,Stormy,1
Street,Evening,Low,Dark,No,Hard,2,Rainy,0
Bus_Stop,Late_Night,Medium,Dark,Yes,Hard,1,Rainy,1
Park,Late_Night,Low,Dim,No,Hard,0,Foggy,0
Bus_Stop,Afternoon,High,Dark,No,Hard,5,Stormy,1
Market,Night,High,Dark,Yes,Moderate,3,Clear,1
Office,Morning,Low,Dark,No,Easy,5,Rainy,0
Park,Evening,Medium,Dim,Yes,Hard,4,Stormy,1
Office,Morning,High,Dark,Yes,Hard,0,Stormy,1
School,Night,High,Dark,No,Hard,5,Stormy,0
Office,Afternoon,Medium,Dim,Yes,Hard,5,Clear,1
Mall,Evening,Low,Dark,No,Hard,4,Foggy,0
Home,Night,Low,Dim,Yes,Hard,0,Foggy,1
School,Late_Night,Medium,Dark,No,Moderate,2,Stormy,0
Public_Transport,Morning,Low,Dim,Yes,Hard,3,Foggy,1
Home,Late_Night,Medium,Dim,Yes,Moderate,5,Clear,1
Public_Transport,Morning,Low,Well_Lit,Yes,Moderate,1,Foggy,1
Mall,Morning,Medium,Dark,No,Easy,0,Rainy,1
Highway,Afternoon,Medium,Well_Lit,Yes,Moderate,1,Stormy,1
Public_Transport,Morning,Medium,Well_Lit,No,Moderate,0,Stormy,1
Market,Morning,Medium,Dim,No,Moderate,1,Rainy,1
Bus_Stop,Morning,Low,Dark,No,Hard,0,Clear,0
Public_Transport,Evening,High,Dark,No,Easy,3,Rainy,1
Street,Morning,Low,Dim,No,Easy,1,Foggy,1
Park,Late_Night,Low,Dark,No,Hard,2,Rainy,0
Highway,Afternoon,High,Dark,Yes,Easy,5,Stormy,1
Street,Evening,Low,Dim,No,Hard,0,Clear,1
School,Late_Night,High,Well_Lit,No,Hard,0,Rainy,0
Office,Evening,Medium,Dim,No,Hard,3,Rainy,1
Office,Afternoon,Low,Dim,Yes,Hard,3,Stormy,1
Home,Morning,Low,Well_Lit,No,Hard,0,Clear,1
Bus_Stop,Night,Low,Dark,Yes,Hard,5,Stormy,1
Park,Night,Medium,Well_Lit,Yes,Easy,0,Clear,1
Mall,Night,High,Well_Lit,No,Moderate,2,Clear,0
Bus_Stop,Morning,High,Dark,No,Easy,1,Clear,1
Home,Night,Medium,Well_Lit,Yes,Moderate,5,Clear,1
Street,Night,Low,Dim,No,Moderate,1,Stormy,0
Bus_Stop,Night,Medium,Dim,No,Moderate,4,Clear,0
Highway,Morning,High,Dim,No,Moderate,2,Clear,1
School,Night,Low,Well_Lit,No,Moderate,2,Foggy,0
Public_Transport,Morning,Low,Dim,No,Hard,4,Foggy,1
Bus_Stop,Afternoon,High,Well_Lit,No,Hard,4,Clear,1
Public_Transport,Late_Night,High,Dim,No,Easy,3,Clear,0
Market,Evening,High,Dark,No,Easy,4,Stormy,1
Park,Night,High,Well_Lit,No,Moderate,2,Rainy,0
Office,Afternoon,Low,Dark,No,Hard,3,Rainy,0
Office,Night,High,Dark,No,Hard,5,Stormy,0
Highway,Evening,Medium,Well_Lit,No,Moderate,5,Foggy,1
Bus_Stop,Night,Medium,Dim,No,Hard,1,Stormy,0
Bus_Stop,Late_Night,High,Dark,Yes,Hard,0,Stormy,1
School,Afternoon,Low,Dark,No,Easy,0,Foggy,0
Park,Night,Medium,Dim,No,Moderate,5,Foggy,0
Park,Morning,High,Dark,Yes,Easy,5,Foggy,1
Office,Evening,Low,Dim,No,Moderate,0,Foggy,1
Office,Evening,Low,Dark,No,Moderate,5,Clear,0
Highway,Evening,Low,Well_Lit,Yes,Hard,1,Foggy,1
Mall,Late_Night,High,Dark,Yes,Easy,2,Stormy,1
Home,Afternoon,Low,Dim,Yes,Hard,3,Foggy,1
Market,Night,High,Dim,Yes,Easy,5,Stormy,1
School,Evening,Low,Well_Lit,No,Moderate,2,Clear,1
Office,Afternoon,High,Well_Lit,No,Moderate,3,Rainy,1
Street,Morning,Low,Dark,Yes,Moderate,3,Foggy,1
Highway,Night,Medium,Dark,No,Moderate,2,Stormy,0
Street,Evening,Low,Well_Lit,Yes,Moderate,3,Rainy,1
Street,Morning,High,Dim,No,Hard,4,Clear,1
School,Afternoon,Low,Well_Lit,Yes,Easy,0,Rainy,1
Mall,Late_Night,Medium,Dark,Yes,Moderate,0,Stormy,1
Office,Late_Night,Low,Dim,No,Hard,1,Rainy,0
Bus_Stop,Night,Low,Dim,Yes,Moderate,0,Clear,1
Home,Night,Low,Dim,Yes,Easy,2,Stormy,1
Office,Night,Low,Dim,No,Moderate,0,Rainy,0
Highway,Night,Low,Well_Lit,Yes,Hard,1,Stormy,1
Highway,Afternoon,Low,Dim,No,Easy,3,Foggy,1
Mall,Late_Night,High,Dim,Yes,Moderate,0,Stormy,1
Highway,Morning,High,Dim,Yes,Easy,5,Stormy,1
Public_Transport,Night,Low,Dark,Yes,Hard,3,Stormy,1
Public_Transport,Afternoon,High,Dim,Yes,Easy,2,Stormy,1
Public_Transport,Morning,Medium,Well_Lit,No,Easy,3,Foggy,1
Public_Transport,Night,High,Dark,Yes,Moderate,3,Foggy,1
Market,Night,Low,Well_Lit,Yes,Moderate,5,Rainy,1
Highway,Late_Night,High,Dim,No,Easy,2,Stormy,0
Park,Evening,Medium,Well_Lit,No,Hard,5,Foggy,1
Office,Evening,Medium,Dim,Yes,Hard,0,Rainy,1
Mall,Late_Night,Low,Dark,No,Hard,1,Foggy,0
Office,Afternoon,Medium,Dim,Yes,Easy,0,Foggy,1
Mall,Late_Night,Medium,Well_Lit,No,Moderate,0,Stormy,0
School,Evening,High,Dark,Yes,Easy,0,Rainy,1
Home,Afternoon,Medium,Well_Lit,Yes,Easy,5,Rainy,1
Home,Morning,Low,Dark,Yes,Hard,5,Stormy,1
Public_Transport,Afternoon,Low,Dark,Yes,Easy,0,Foggy,1
Mall,Late_Night,Medium,Well_Lit,No,Hard,2,Clear,0
Highway,Afternoon,Low,Dim,No,Hard,5,Rainy,1
Highway,Evening,Medium,Dark,Yes,Hard,1,Rainy,1
Office,Night,Low,Dim,Yes,Moderate,2,Clear,1
Home,Evening,Low,Dim,No,Hard,5,Stormy,1
Home,Morning,Low,Dim,No,Easy,2,Clear,1
Public_Transport,Night,Medium,Well_Lit,Yes,Hard,3,Foggy,1
Public_Transport,Late_Night,Medium,Dim,Yes,Moderate,4,Clear,1
Market,Morning,Low,Well_Lit,No,Hard,5,Foggy,1
Home,Late_Night,Low,Well_Lit,No,Easy,5,Clear,0
Office,Late_Night,Low,Well_Lit,Yes,Moderate,2,Clear,1
Home,Evening,High,Well_Lit,Yes,Hard,4,Rainy,1
School,Night,Low,Dark,No,Hard,4,Stormy,0
Bus_Stop,Evening,High,Well_Lit,No,Easy,1,Clear,1
Public_Transport,Afternoon,Medium,Well_Lit,Yes,Easy,0,Foggy,1
Bus_Stop,Morning,Low,Dim,Yes,Easy,5,Rainy,1
Highway,Afternoon,Low,Well_Lit,Yes,Easy,5,Clear,1
Home,Evening,High,Well_Lit,No,Hard,3,Clear,1
Office,Late_Night,High,Well_Lit,Yes,Hard,1,Clear,1
Street,Evening,High,Dim,No,Moderate,5,Clear,1
Public_Transport,Late_Night,Medium,Dim,Yes,Easy,4,Rainy,1
Street,Afternoon,High,Well_Lit,Yes,Easy,3,Rainy,1
Market,Morning,Medium,Well_Lit,Yes,Hard,0,Rainy,1
Market,Evening,Medium,Dim,No,Easy,4,Rainy,1
Office,Evening,Low,Dim,Yes,Moderate,0,Clear,1
Home,Late_Night,Low,Well_Lit,Yes,Moderate,5,Foggy,1
Market,Late_Night,High,Well_Lit,Yes,Easy,3,Stormy,1
Street,Evening,High,Dim,No,Moderate,0,Rainy,1
Bus_Stop,Morning,Medium,Dark,Yes,Easy,5,Clear,1
Highway,Morning,High,Well_Lit,No,Hard,2,Foggy,1
Home,Morning,Low,Well_Lit,No,Easy,1,Rainy,1
Mall,Late_Night,Low,Dim,Yes,Easy,3,Stormy,1
Bus_Stop,Evening,High,Dark,Yes,Easy,4,Clear,1
Office,Late_Night,Medium,Well_Lit,Yes,Easy,4,Stormy,1
Street,Night,High,Dark,Yes,Moderate,2,Stormy,1
Home,Morning,Low,Dark,No,Hard,3,Rainy,0
Mall,Evening,High,Dim,No,Moderate,4,Clear,1
Street,Evening,Low,Dark,Yes,Moderate,3,Stormy,1
Office,Morning,Low,Dark,Yes,Hard,3,Foggy,1
School,Morning,High,Well_Lit,Yes,Moderate,1,Rainy,1
Market,Evening,High,Dim,No,Moderate,0,Rainy,1
Home,Afternoon,Medium,Dim,No,Moderate,3,Foggy,1
Home,Late_Night,Low,Dark,Yes,Easy,0,Clear,1
Market,Afternoon,High,Dim,Yes,Easy,0,Foggy,1
Public_Transport,Evening,Medium,Dim,No,Easy,2,Clear,1
Mall,Night,Medium,Dark,No,Moderate,2,Rainy,0
Office,Morning,High,Dark,Yes,Hard,4,Clear,1
Market,Night,High,Dim,No,Easy,3,Clear,0
Office,Late_Night,Medium,Well_Lit,Yes,Moderate,2,Stormy,1
Park,Night,Medium,Well_Lit,No,Easy,5,Foggy,0
Street,Evening,High,Well_Lit,Yes,Moderate,2,Foggy,1
Street,Afternoon,Medium,Dim,No,Moderate,4,Clear,1
Bus_Stop,Late_Night,High,Well_Lit,No,Hard,3,Foggy,0
Highway,Morning,Medium,Well_Lit,No,Moderate,0,Rainy,1
